date,file_type,ticker,name,close,mode,mode_css,revl,mom,r,days,tr_weeks,pl_raw,pl_num,signal_type
2026-04-15,daily,^BSESN,India - SENSEX,76847.57,Light Red,c7,77625.74,2.33,-0.58,37,11,+6.83%,6.83,Hold
2026-04-15,daily,^NSEI,India Nifty - NSEI,23842.65,Dark Green,c4,23549.46,2.59,-0.56,1,11,+1.07%,1.07,Hold
2026-04-15,daily,^JKSE,Indonesia - JCI,7675.95,Dark Green,c4,7321.2,2.3,-0.49,1,9,+1.02%,1.02,Hold
2026-04-15,daily,^MIB,Italy - MIB,48175.65,Dark Green,c4,45236.53,8.31,0.4,7,1,+7.05%,7.05,pP
2026-04-15,daily,^TOPX,Japan - TOPIX,3755.27,Dark Green,c4,3635.9,4.27,0.74,4,48,-0.55%,-0.55,Hold
2026-04-15,daily,^KLSE,Malaysia - KLCI,1688.12,Light Red,c7,1706.19,-2.75,0.15,11,35,+0.36%,0.36,Hold
2026-04-15,daily,^MXX,Mexico - IPC,68941.46,Light Green,c5,67526.17,5.81,0.44,12,2,+1.48%,1.48,Hold
2026-04-15,daily,^AEX,Netherlands - AEX,1019.82,Dark Green,c4,983.79,4.84,0.21,4,0,+1.63%,1.63,Hold
2026-04-15,daily,^NZ50,New Zealand - NZ50,13017.26,Light Green,c5,12986.31,2.2,-0.34,4,4,-1.79%,-1.79,Hold
2026-04-15,daily,^OSE,Norway - OSE,2382.78,Light Green,c5,2279.18,6.03,0.84,89,18,+28.37%,28.37,Hold
2026-04-15,daily,^WIG20,Poland - WIG20,3636.72,Dark Green,c4,3408.1,8.68,0.66,8,63,+6.75%,6.75,pP
2026-04-15,daily,^STI,Singapore - STI,5007.57,Dark Green,c4,4922.33,3.75,0.51,8,49,-0.06%,-0.06,Hold
2026-04-15,daily,^KS11,South Korea - KOSPI,5967.75,Dark Green,c4,5506.64,4.76,1.48,4,48,+2.43%,2.43,Hold
2026-04-15,daily,^IBEX,Spain - IBEX35,18286.1,Dark Green,c4,17365.57,7.01,0.61,7,85,+5.67%,5.67,Hold
2026-04-15,daily,^OMX30,Sweden - OMX30,3131.2,Dark Green,c4,2983.88,7.02,0.4,7,39,+6.30%,6.3,Hold
2026-04-15,daily,^SSMI,Switzerland - SMI,13269.77,Dark Green,c4,12899.0,5.44,0.1,4,0,+0.96%,0.96,Hold
2026-04-15,daily,^TWSE,Taiwan - TAIEX,36296.12,Dark Green,c4,33606.93,7.12,0.98,4,42,+4.36%,4.36,Hold
2026-04-15,daily,^SET,Thailand - SET,1506.84,Dark Green,c4,1441.12,4.79,0.33,11,11,+4.23%,4.23,Hold
2026-04-15,daily,^XU100,Turkey - BIST100,14202.24,Dark Green,c4,13211.68,8.08,0.71,4,24,+4.96%,4.96,Hold
2026-04-15,daily,^DJI,Dow Industrials,48536.0,Dark Green,c4,46806.58,6.51,-0.05,4,4,+1.45%,1.45,Hold
2026-04-15,daily,^DJT,Dow Transports,21263.78,Dark Green,c4,18930.96,9.66,0.5,9,23,+14.04%,14.04,pP+
2026-04-15,daily,^DJU,Dow Utilities,1170.71,Light Green,c5,1159.23,2.67,0.09,8,8,+0.12%,0.12,Hold
2026-04-15,daily,^MID,S&P 400 Mid Cap,3578.05,Dark Green,c4,3402.61,6.82,0.22,4,0,+1.70%,1.7,Hold
2026-04-15,daily,^NDX,Nasdaq 100,25842.0,Dark Green,c4,24146.07,8.0,0.07,4,0,+3.71%,3.71,Hold
2026-04-15,daily,^RUT,Russell 2000,2705.67,Dark Green,c4,2537.43,7.64,0.28,4,0,+3.56%,3.56,Hold
2026-04-15,daily,^VIX,CBOE Volatility Index - VIX,18.36,Dark Red,c6,24.68,-3.49,,7,8,+26.35%,26.35,Hold
2026-04-15,daily,^D10Y,Germany 10Y Yield,3.02,Dark Green,c4,2.94,2.04,,27,5,+6.28%,6.28,Hold
2026-04-15,daily,^D30Y,Germany 30Y Yield,3.58,Dark Green,c4,3.47,4.04,,12,4,+1.44%,1.44,Hold
2026-04-15,daily,^J10Y,Japan 10Y Yield,2.42,Light Green,c5,2.28,7.75,,27,78,+9.07%,9.07,pP
2026-04-15,daily,@ZN,10 Year T-Note (ZN),111.53,Light Red,c7,111.67,0.66,-0.41,27,4,+0.75%,0.75,Hold
2026-04-15,daily,@CL,Oil (CL),91.28,Light Green,c5,90.72,0.76,0.76,64,10,+54.35%,54.35,Hold
2026-04-15,daily,@DX,US Dollar Index (DX),97.91,Dark Red,c6,99.42,-3.64,-0.41,4,5,+0.96%,0.96,Hold
2026-04-15,daily,@LO,Heating Oil (LO),3.36,Light Green,c5,3.16,3.14,0.65,62,10,+51.18%,51.18,Hold
2026-04-15,daily,@RB,Gasoline (RB),3.0119,Light Green,c5,2.7596,0.29,0.76,64,10,+68.63%,68.63,Hold
2026-04-15,daily,@NG,Natural Gas (NG),2.599,Dark Red,c6,2.9533,-3.87,-0.66,10,9,+10.01%,10.01,Hold
2026-04-15,daily,@HG,Copper (HG),6.0857,Dark Green,c4,5.6181,4.32,0.53,4,0,+5.88%,5.88,Hold
2026-04-15,daily,@ZC,Corn (ZC),443.0,Dark Red,c6,455.96,-4.48,-0.27,5,6,+1.34%,1.34,Hold
2026-04-15,daily,@ZS,Soybeans (ZS),1156.5,Light Green,c5,1154.88,-0.2,0.18,52,9,+7.61%,7.61,Hold
2026-04-15,daily,@ZW,Wheat (ZW),592.75,Dark Red,c6,597.86,-2.61,0.11,4,10,-2.20%,-2.2,Hold
2026-04-15,daily,@ZL,Soybean Oil (ZL),66.48,Light Green,c5,65.12,1.0,0.59,63,12,+32.25%,32.25,Hold
2026-04-15,daily,@CC,Cocoa (CC),3646.0,Dark Green,c4,3216.25,0.78,-1.63,1,42,+8.51%,8.51,Hold
2026-04-15,daily,@KC,Coffee (KC),302.65,Bear-Bull Flip,c20,293.09,-0.73,-0.76,10,16,-2.80%,-2.8,Buy
2026-04-15,daily,@OJ,Orange Juice (OJ),192.5,Light Green,c5,186.99,2.87,-1.01,9,9,+0.26%,0.26,Hold
2026-04-15,daily,@SB,Sugar #11 (SB),14.09,Dark Red,c6,14.87,-7.67,-0.68,5,0,+2.36%,2.36,Hold
2026-04-15,daily,@CT,Cotton #2 (CT),76.52,Dark Green,c4,70.07,8.91,-0.4,35,6,+17.33%,17.33,pP+
2026-04-15,daily,@ZB,30 Year T-Bonds (ZB),114.66,Light Red,c7,114.9,0.68,-0.44,28,4,+1.82%,1.82,Hold
2026-04-15,daily,@ZF,5 Year T-Note (ZF),108.48,Light Red,c7,108.6,0.63,-0.4,27,4,+0.60%,0.6,Hold
2026-04-15,daily,AAPL,Apple Inc,258.83,Dark Green,c4,252.95,2.91,0.14,6,35,+1.05%,1.05,Hold
2026-04-15,daily,ABNB,Airbnb Inc,133.85,Dark Green,c4,126.1,1.0,-0.36,4,2,+2.61%,2.61,Hold
2026-04-15,daily,ADBE,Adobe Systems,235.72,Light Red,c7,248.64,-2.91,-1.08,21,14,+5.05%,5.05,dBuy
2026-04-15,daily,ADI,Analog Devices,348.6,Dark Green,c4,322.52,8.29,1.06,6,19,+7.66%,7.66,Hold
2026-04-15,daily,ADP,Automatic Data Processing,195.08,Dark Red,c6,207.18,-4.47,-1.0,62,31,+23.99%,23.99,Hold
2026-04-15,daily,ADSK,Autodesk,228.59,Dark Red,c6,241.06,-3.88,-0.91,14,20,+5.24%,5.24,Hold
2026-04-15,daily,AEP,American Electric Power Co,135.46,Light Green,c5,131.3,4.92,0.5,10,63,+3.08%,3.08,dSell
2026-04-15,daily,ALNY,Alnylam Pharmaceuticals,339.41,Dark Green,c4,318.49,1.66,-0.73,13,17,+3.20%,3.2,Hold
2026-04-15,daily,AMAT,Applied Materials,395.64,Dark Green,c4,357.97,7.2,1.41,4,29,+2.70%,2.7,Hold
2026-04-15,daily,AMD,Advanced Micro Devices,255.07,Dark Green,c4,219.63,8.53,0.61,8,47,+25.00%,25.0,Hold
2026-04-15,daily,AMGN,Amgen,350.95,Light Red,c7,356.77,-0.83,0.57,27,27,+3.64%,3.64,Hold
2026-04-15,daily,AMZN,Amazon.com,249.02,Dark Green,c4,214.93,9.47,-0.39,6,0,+17.88%,17.88,Hold
2026-04-15,daily,APP,AppLovin Corp,433.51,Bear-Bull Flip,c20,401.53,-1.11,-0.5,18,11,-1.21%,-1.21,Buy
2026-04-15,daily,ARM,Arm Holdings,161.22,Dark Green,c4,138.59,4.25,-0.54,19,3,+26.14%,26.14,Hold
2026-04-15,daily,ASML,ASML Holding,1518.3,Dark Green,c4,1360.16,6.25,1.27,4,31,+7.52%,7.52,Hold
2026-04-15,daily,AVGO,Broadcom,380.78,Dark Green,c4,330.87,8.94,0.4,5,0,+8.25%,8.25,Hold
2026-04-15,daily,AXON,Axon Enterprise,380.86,Light Red,c7,439.46,-7.88,-0.82,22,25,+24.75%,24.75,spBuy
2026-04-15,daily,BKNG,Booking Holdings,181.12,Dark Green,c4,169.9,2.59,-0.64,6,12,+3.84%,3.84,Hold
2026-04-15,daily,BKR,Baker Huges Co,61.49,Light Green,c5,60.32,2.05,1.03,17,39,+1.20%,1.2,Hold
2026-04-15,daily,CCEP,Coca-Cola European Partners,96.43,Dark Green,c4,94.89,3.43,0.31,4,0,-0.03%,-0.03,Hold
2026-04-15,daily,CDNS,Cadence Design Systems,292.37,Dark Green,c4,276.41,0.05,-0.59,1,21,-0.32%,-0.32,Hold
2026-04-15,daily,CEG,Constellation Energy,296.61,Light Red,c7,299.73,-1.56,-0.42,16,12,-2.09%,-2.09,Hold
2026-04-15,daily,CHTR,Charter Communications,215.57,Bull-Bear Flip,c18,224.67,0.96,-0.85,5,4,-4.89%,-4.89,Sell
2026-04-15,daily,CMCSA,Comcast Corp,28.14,Light Red,c7,29.15,-3.07,-0.6,22,3,+7.22%,7.22,Hold
2026-04-15,daily,COST,Costco Wholesale,974.8,Dark Red,c6,1008.33,1.41,-0.28,1,13,-0.12%,-0.12,Hold
2026-04-15,daily,CRWD,CrowdStrike Holdings,398.49,Dark Red,c6,413.79,-0.11,-0.58,3,14,-0.60%,-0.6,Hold
2026-04-15,daily,CSCO,Cisco Systems,82.61,Dark Green,c4,79.34,3.81,0.59,6,49,+3.24%,3.24,Hold
2026-04-15,daily,CSGP,CoStar Group,37.6,Dark Red,c6,41.23,-4.66,-1.3,51,26,+38.87%,38.87,Hold
2026-04-15,daily,CSX,CSX Corp,42.51,Dark Green,c4,40.43,7.04,0.47,9,47,+2.86%,2.86,pP
2026-04-15,daily,CTAS,Cintas Corp,176.14,Light Red,c7,182.18,-1.53,-0.59,24,3,+9.54%,9.54,Hold
2026-04-15,daily,CTSH,Cognizant Technology Solutions,60.04,Dark Red,c6,62.74,-1.88,-0.77,48,8,+17.88%,17.88,Hold
2026-04-15,daily,DASH,DoorDash Inc,163.55,Bear-Bull Flip,c20,155.63,0.46,-0.71,64,22,+23.04%,23.04,Buy
2026-04-15,daily,DDOG,Datadog Inc,110.57,Dark Red,c6,121.67,-4.03,-0.82,11,16,+4.65%,4.65,Hold
2026-04-15,daily,DXCM,DexCom Inc,62.95,Light Red,c7,65.81,-1.06,-0.59,26,4,+6.07%,6.07,Hold
2026-04-15,daily,EA,Electronic Arts,202.85,Light Green,c5,201.97,1.71,0.54,14,51,+0.63%,0.63,Hold
2026-04-15,daily,EXC,Exelon Corp,48.66,Dark Red,c6,49.08,0.62,0.21,1,8,-1.46%,-1.46,Hold
2026-04-15,daily,FANG,Diamondback Energy,186.51,Light Green,c5,183.99,-1.71,0.39,61,28,+22.56%,22.56,Hold
2026-04-15,daily,FAST,Fastenal Co,44.62,Bull-Bear Flip,c18,46.99,3.48,0.44,9,12,-4.15%,-4.15,Sell
2026-04-15,daily,FER,Ferrovial SE,72.28,Dark Green,c4,66.07,9.38,0.62,8,70,+10.88%,10.88,pP+
2026-04-15,daily,FTNT,Fortinet Inc,78.7,Dark Red,c6,82.44,-1.31,-0.68,2,6,-2.27%,-2.27,Hold
2026-04-15,daily,GEHC,GE Healthcare,74.67,Dark Green,c4,71.41,2.49,-0.49,4,5,+2.65%,2.65,Hold
2026-04-15,daily,GILD,Gilead Sciences,140.45,Light Red,c7,142.09,0.42,0.81,18,90,+0.69%,0.69,Hold
2026-04-15,daily,GOOG,Alphabet Cl. C,330.58,Dark Green,c4,299.65,8.19,0.75,6,1,+10.14%,10.14,Hold
2026-04-15,daily,GOOGL,Alphabet Cl. A,332.91,Dark Green,c4,301.34,8.18,0.76,6,41,+9.97%,9.97,Hold
2026-04-15,daily,HON,Honeywell Intl.,233.24,Dark Green,c4,228.48,3.08,0.34,3,12,-1.30%,-1.3,Hold
2026-04-15,daily,IDXX,Idexx Laboratories,584.05,Light Red,c7,589.78,0.34,-0.14,2,9,-4.16%,-4.16,Hold
2026-04-15,daily,INSM,Insmed Inc,153.4,Light Green,c5,149.75,2.34,0.37,13,1,+3.33%,3.33,Hold
2026-04-15,daily,INTC,Intel Corp,63.81,Dark Green,c4,52.0,10.0,1.1,8,34,+38.54%,38.54,Hold
2026-04-15,daily,INTU,Intuit Inc,366.8,Dark Red,c6,418.6,-6.97,-1.25,13,33,+13.45%,13.45,Hold
2026-04-15,daily,ISRG,Intuitive Surgical,467.22,Light Red,c7,471.84,-2.14,-0.59,62,10,+12.50%,12.5,Hold
2026-04-15,daily,KDP,Keurig Dr Pepper,26.02,Light Red,c7,26.94,-1.8,-0.6,28,4,+9.37%,9.37,Hold
2026-04-15,daily,KHC,Kraft Heinz Co,22.11,Bull-Bear Flip,c18,22.91,2.29,-0.74,7,56,-2.98%,-2.98,Sell
2026-04-15,daily,KLAC,KLA Corp,1795.91,Dark Green,c4,1558.83,8.57,1.16,8,47,+23.50%,23.5,Hold
2026-04-15,daily,LIN,Linde plc,499.65,Light Green,c5,491.06,2.61,0.37,13,13,+1.71%,1.71,Hold
2026-04-15,daily,LRCX,Lam Research,272.41,Dark Green,c4,230.55,8.37,1.43,4,47,+9.70%,9.7,Hold
2026-04-15,daily,MAR,Marriott Intl.,366.7,Dark Green,c4,331.65,8.12,0.69,8,33,+12.00%,12.0,Hold
2026-04-15,daily,MCHP,Microchip Technology,74.5,Dark Green,c4,66.21,7.56,0.32,5,0,+3.44%,3.44,Hold
2026-04-15,daily,MDLZ,Mondelez Intl.,57.84,Light Green,c5,57.17,1.68,-0.53,11,4,-1.35%,-1.35,Hold
2026-04-15,daily,MELI,Mercadolibre,1840.66,Dark Green,c4,1712.8,4.86,-0.75,5,27,+0.98%,0.98,Hold
2026-04-15,daily,META,Meta Platforms,662.49,Dark Green,c4,593.95,6.56,-0.5,4,8,+5.67%,5.67,Hold
2026-04-15,daily,MNST,Monster Beverage,75.07,Dark Green,c4,73.68,2.52,0.6,4,2,+0.62%,0.62,Hold
2026-04-15,daily,MPWR,Monolithic Power Systems,1363.42,Dark Green,c4,1153.39,9.9,0.99,8,47,+27.20%,27.2,Hold
2026-04-15,daily,MRVL,Marvell Technology Group,133.83,Dark Green,c4,105.11,10.0,0.76,9,28,+32.74%,32.74,Hold
2026-04-15,daily,MSFT,Microsoft,393.11,Dark Green,c4,376.14,0.72,-0.99,1,20,+1.34%,1.34,Hold
2026-04-15,daily,MSTR,Strategy Inc,137.41,Bear-Bull Flip,c20,127.95,-0.33,-1.09,12,32,-5.80%,-5.8,Buy
2026-04-15,daily,MU,Micron Technology,465.66,Dark Green,c4,384.0,4.39,1.72,4,47,+14.24%,14.24,Hold
2026-04-15,daily,NFLX,Netflix Inc,106.28,Dark Green,c4,95.48,8.0,-0.66,32,0,+12.70%,12.7,pP
2026-04-15,daily,NVDA,NVIDIA Corp,196.51,Dark Green,c4,177.34,6.09,0.4,4,0,+8.07%,8.07,Hold
2026-04-15,daily,NXPI,NXP Semiconductors,209.89,Dark Green,c4,198.06,3.44,-0.5,4,5,+2.87%,2.87,Hold
2026-04-15,daily,ODFL,Old Dominion Freight Line,210.41,Dark Green,c4,195.12,6.15,0.68,9,18,+8.09%,8.09,Hold
2026-04-15,daily,ORLY,O'Reilly Automotive,93.52,Dark Green,c4,91.3,2.82,-0.43,12,9,+1.29%,1.29,Hold
2026-04-15,daily,PANW,Palo Alto Networks,161.59,Dark Red,c6,166.06,1.28,-0.67,2,20,-2.95%,-2.95,Hold
2026-04-15,daily,PAYX,Paychex Inc,88.85,Dark Red,c6,92.72,-3.42,-1.01,24,41,+7.17%,7.17,Hold
2026-04-15,daily,PCAR,Paccar Inc,125.43,Dark Green,c4,118.06,8.53,0.46,4,1,+1.01%,1.01,Hold
2026-04-15,daily,PDD,PDD Holdings,102.1,Dark Green,c4,99.59,0.68,-0.72,4,20,-0.76%,-0.76,Hold
2026-04-15,daily,PEP,Pepsico Inc,155.72,Light Green,c5,154.1,1.28,0.15,3,3,-0.92%,-0.92,Hold
2026-04-15,daily,PLTR,Palantir Technologies,135.7,Dark Red,c6,147.64,-4.84,-0.3,11,10,+5.28%,5.28,Hold
2026-04-15,daily,PYPL,Paypal,47.97,Dark Green,c4,44.94,2.36,-1.14,1,36,+0.06%,0.06,Hold
2026-04-15,daily,QCOM,Qualcomm Inc,132.84,Bear-Bull Flip,c20,128.96,-0.41,-0.88,63,12,+20.45%,20.45,Buy
2026-04-15,daily,REGN,Regeneron Pharmaceuticals,755.51,Dark Red,c6,767.43,0.27,0.54,2,23,-1.04%,-1.04,Hold
2026-04-15,daily,ROP,Roper Technologies,354.0,Dark Red,c6,357.92,0.04,-1.06,2,39,-2.90%,-2.9,Hold
2026-04-15,daily,ROST,Ross Stores Inc,223.29,Light Green,c5,213.84,4.83,1.06,125,35,+44.37%,44.37,Hold
2026-04-15,daily,SBUX,Starbucks Corp,98.47,Dark Green,c4,92.82,4.85,0.14,6,0,+4.16%,4.16,Hold
2026-04-15,daily,SHOP,Shopify,117.64,Light Red,c7,121.37,-1.32,-0.37,17,11,+3.30%,3.3,Hold
2026-04-15,daily,SNPS,Synopsys Inc,418.8,Dark Green,c4,398.46,0.17,-0.8,1,9,-1.42%,-1.42,Hold
2026-04-15,daily,STX,Seagate Technology,533.44,Dark Green,c4,432.61,8.78,1.62,8,49,+33.03%,33.03,pP
2026-04-15,daily,TEAM,Atlassian Corp,59.71,Dark Red,c6,70.92,-4.73,-1.51,69,57,+61.48%,61.48,Hold
2026-04-15,daily,TMUS,T-Mobile US,190.0,Dark Red,c6,206.98,-6.67,-0.7,18,1,+8.79%,8.79,spBuy+
2026-04-15,daily,TRI,Thomson Reuters Corp,87.98,Light Red,c7,92.92,-3.16,-1.31,21,35,+8.72%,8.72,Hold
2026-04-15,daily,TSLA,Tesla Inc,364.2,Light Red,c7,373.39,-4.4,-0.23,70,6,+20.45%,20.45,Hold
2026-04-15,daily,TTWO,Take-Two Interactive,205.1,Bear-Bull Flip,c20,197.95,0.68,-0.66,20,10,+1.89%,1.89,Buy
2026-04-15,daily,TXN,Texas Instruments,218.87,Dark Green,c4,199.05,8.5,0.39,4,18,+2.96%,2.96,Hold
2026-04-15,daily,VRSK,Verisk Analytics,170.63,Dark Red,c6,187.57,-7.33,-0.95,14,36,+12.77%,12.77,Hold
2026-04-15,daily,VRTX,Vertex Pharmaceuticals,444.28,Light Red,c7,449.96,-1.67,-0.36,20,2,+5.15%,5.15,Hold
2026-04-15,daily,WBD,Warner Bros. Discovery,27.37,Dark Red,c6,27.62,0.44,1.28,28,45,+1.90%,1.9,Hold
2026-04-15,daily,WDAY,Workday,117.86,Dark Red,c6,130.35,-4.68,-1.3,93,22,+45.21%,45.21,Hold
2026-04-15,daily,WDC,Western Digital,366.22,Dark Green,c4,297.08,7.6,1.91,8,47,+31.65%,31.65,Hold
2026-04-15,daily,WMT,Walmart Inc,125.05,Light Green,c5,123.46,2.1,0.75,4,52,-1.61%,-1.61,Hold
2026-04-15,daily,XEL,Xcel Energy Inc,79.83,Light Green,c5,79.51,3.38,0.22,7,8,-0.44%,-0.44,Hold
2026-04-15,daily,ZS,Zscaler Inc,122.68,Dark Red,c6,142.45,-5.15,-1.37,102,20,+59.61%,59.61,Hold
2026-04-15,daily,A,Agilent Technologies,120.39,Bear-Bull Flip,c20,114.98,2.39,-0.68,59,9,+12.76%,12.76,Buy
2026-04-15,daily,ABBV,AbbVie Inc,210.26,Dark Red,c6,214.22,-1.36,-0.21,7,3,-1.56%,-1.56,Hold
2026-04-15,daily,ABT,Abbott Laboratories,101.05,Light Red,c7,105.68,-4.1,-0.82,27,25,+8.73%,8.73,Hold
2026-04-15,daily,ACGL,Arch Capital Group,96.2,Light Green,c5,94.79,3.27,-0.43,10,3,+0.20%,0.2,Hold
2026-04-15,daily,ACN,Accenture plc,190.37,Dark Red,c6,201.53,-2.84,-0.94,52,9,+29.24%,29.24,Hold
2026-04-15,daily,ADM,Archer Daniels Midland,68.84,Dark Red,c6,71.84,-1.07,0.52,2,43,+2.25%,2.25,Hold
2026-04-15,daily,AEE,Ameren Corp,111.86,Light Green,c5,110.06,3.96,0.3,8,12,+0.77%,0.77,Hold
2026-04-15,daily,AES,AES Corp,14.4,Light Red,c7,14.5,1.99,0.28,30,5,-1.48%,-1.48,Hold
2026-04-15,daily,AFL,Aflac Inc,111.94,Light Green,c5,109.05,3.96,-0.34,7,3,+1.81%,1.81,Hold
2026-04-15,daily,AIG,American Intl. Group,77.02,Dark Green,c4,75.73,3.18,-0.52,4,3,+0.18%,0.18,Hold
2026-04-15,daily,AIZ,Assurant Inc,222.27,Dark Green,c4,217.07,2.2,0.08,4,8,-0.18%,-0.18,Hold
2026-04-15,daily,AJG,Arthur J. Gallagher & Co,219.91,Dark Green,c4,214.13,1.56,-1.05,1,43,-0.60%,-0.6,Hold
2026-04-15,daily,AKAM,Akamai Technologies,88.84,Dark Red,c6,111.91,-5.53,0.63,2,0,+3.28%,3.28,Hold
2026-04-15,daily,ALB,Albemarle Corp,189.86,Dark Green,c4,172.0,1.63,1.14,14,34,+5.54%,5.54,Hold
2026-04-15,daily,ALGN,Align Technology,184.69,Dark Green,c4,171.08,1.29,-0.16,1,18,+0.87%,0.87,Hold
2026-04-15,daily,ALL,Allstate Corp,214.88,Dark Green,c4,207.27,3.55,-0.29,5,6,+2.32%,2.32,Hold
2026-04-15,daily,ALLE,Allegion plc,147.02,Light Red,c7,148.21,0.08,-0.49,39,6,+9.41%,9.41,Hold
2026-04-15,daily,AMCR,Amcor plc,41.01,Light Red,c7,42.59,1.56,-0.5,28,4,+9.89%,9.89,Hold
2026-04-15,daily,AME,Ametek,234.36,Dark Green,c4,218.8,8.19,0.6,4,24,+2.29%,2.29,Hold
2026-04-15,daily,AMP,Ameriprise Financial,461.99,Dark Green,c4,440.99,1.52,-0.62,4,8,+2.65%,2.65,Hold
2026-04-15,daily,AMT,American Tower,176.41,Dark Green,c4,174.79,2.0,-0.6,3,3,-2.29%,-2.29,Hold
2026-04-15,daily,ANET,Arista Networks,154.37,Dark Green,c4,132.32,8.26,0.34,5,0,+7.95%,7.95,Hold
2026-04-15,daily,AON,Aon plc,323.02,Dark Red,c6,327.46,-0.14,-0.63,2,29,-2.51%,-2.51,Hold
2026-04-15,daily,AOS,A.O. Smith Corp,66.93,Light Red,c7,68.52,0.61,-0.37,28,4,+7.34%,7.34,Hold
2026-04-15,daily,APA,Apache Corp,37.03,Light Green,c5,36.84,-1.1,0.92,65,43,+45.56%,45.56,Hold
2026-04-15,daily,APD,Air Products & Chemicals,296.63,Light Green,c5,287.97,3.2,-0.2,22,10,+0.30%,0.3,dSell
2026-04-15,daily,APH,Amphenol Corp,148.72,Dark Green,c4,130.72,5.81,0.66,4,50,+8.80%,8.8,Hold
2026-04-15,daily,APO,Apollo Global Management,114.82,Bear-Bull Flip,c20,107.94,-0.95,-0.75,58,10,+18.27%,18.27,Buy
2026-04-15,daily,APTV,Aptiv Plc,59.07,Light Red,c7,67.81,-8.23,-0.53,36,6,+25.32%,25.32,Hold
2026-04-15,daily,ARE,Alexandria Real Estate,45.39,Light Red,c7,47.88,-4.59,-1.1,42,26,+15.47%,15.47,Hold
2026-04-15,daily,ARES,Ares Management,112.61,Bear-Bull Flip,c20,103.9,-0.6,-1.2,58,11,+31.79%,31.79,Buy
2026-04-15,daily,ATO,Atmos Energy,188.16,Light Green,c5,184.62,4.24,0.51,10,9,+1.23%,1.23,Hold
2026-04-15,daily,AVB,Avalonbay Communities,171.0,Bear-Bull Flip,c20,167.21,2.96,-0.68,24,56,+1.63%,1.63,Buy
2026-04-15,daily,AVY,Avery Dennison,170.85,Dark Red,c6,177.1,0.6,-0.35,29,4,+9.81%,9.81,Hold
2026-04-15,daily,AWK,American Water Works,133.39,Dark Red,c6,137.42,-0.34,-0.43,1,6,+0.60%,0.6,Hold
2026-04-15,daily,AXP,American Express,326.96,Dark Green,c4,305.37,5.25,-0.38,4,8,+4.02%,4.02,Hold
2026-04-15,daily,AZO,AutoZone Inc,3508.5,Dark Green,c4,3408.25,2.11,-0.56,3,4,-0.81%,-0.81,Hold
2026-04-15,daily,BA,Boeing Co,223.77,Dark Green,c4,208.45,6.86,0.26,4,4,+3.60%,3.6,Hold
2026-04-15,daily,BAC,Bank of America,53.35,Dark Green,c4,49.2,8.4,-0.11,6,6,+7.13%,7.13,Hold
